,REPORTING_YEAR,STATE_ABBR,TOTAL_ON_SITE_RELEASE,TOTAL_OFF_SITE_RELEASE,TOTAL_ON_OFF_SITE_RELEASE,AIR_TOTAL_RELEASE,WATER_TOTAL_RELEASE,LAND_TOTAL_RELEASE,OTH_LANDF_TOT_REL,SURF_IMP_TOT_REL,OTH_DISP_TOT_REL,OTHER_LAND_RELEASE,TOT_ALL_OTH_CATEGS,State,State_Abbr,Latitude,Longitude,tooltip_fld
63,2005,AR,43018046.573288284,9437676.857554499,52455723.430842884,23013863.760848295,10600977.519080896,9403205.293358998,4504155.1829741,1750648.5400204998,50647.7,50647.7,14334297.242874797,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 52455723
͏
Total On: 43018047
͏
Total Off: 9437677
͏
Total Land: 9403205
͏
Total Water: 10600978
͏
Total Air: 23013864"
64,2006,AR,40771988.85664064,11616027.341613598,52388016.198254354,21196751.03849731,6784267.918184902,12790969.8999587,4944502.5534858005,1880688.4900203,15682.530001999998,15682.530001999998,19334453.803840194,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 52388016
͏
Total On: 40771989
͏
Total Off: 11616027
͏
Total Land: 12790970
͏
Total Water: 6784268
͏
Total Air: 21196751"
65,2007,AR,34843082.45172283,12143633.314395288,46986715.76611791,17246564.522297096,6067637.684289098,11528880.245136598,4115708.7280268003,2414996.8500044,111773.956702,111773.956702,17725036.013498105,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 46986716
͏
Total On: 34843082
͏
Total Off: 12143633
͏
Total Land: 11528880
͏
Total Water: 6067638
͏
Total Air: 17246565"
66,2008,AR,35403532.8345035,5296173.779854501,40699706.614357784,16294824.573187497,6518531.755488299,12590176.5058276,5079336.8871354,2131968.7199999997,402882.62880720006,402882.62880720006,10993832.446450097,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 40699707
͏
Total On: 35403533
͏
Total Off: 5296174
͏
Total Land: 12590177
͏
Total Water: 6518532
͏
Total Air: 16294825"
67,2009,AR,30245672.5619594,4347398.785854902,34593071.34781431,14489227.64342559,4803197.539625802,10953247.3789079,6747932.5669459,2162346.410419,97909.23000050001,97909.23000050001,6999056.7341098,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 34593071
͏
Total On: 30245673
͏
Total Off: 4347399
͏
Total Land: 10953247
͏
Total Water: 4803198
͏
Total Air: 14489228"
68,2010,AR,31717706.022484407,4388135.7960991,36105841.81858351,15704890.412070192,3948735.9424333014,12064079.667981,8062503.4906137,1913544.8202867,133472.0611209,133472.0611209,6948672.179715402,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 36105842
͏
Total On: 31717706
͏
Total Off: 4388136
͏
Total Land: 12064080
͏
Total Water: 3948736
͏
Total Air: 15704890"
69,2011,AR,30112607.272830516,7245315.6821744,37357922.95500488,13913414.070661698,4592475.785976297,11606717.4161925,7876194.194101,1250250.5103308,99611.84168330001,99611.84168330001,9909338.521854801,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 37357923
͏
Total On: 30112607
͏
Total Off: 7245316
͏
Total Land: 11606717
͏
Total Water: 4592476
͏
Total Air: 13913414"
70,2012,AR,37139729.20736609,5220853.374929598,42360582.58229572,16783247.647689,4526682.567854301,15829798.991822802,7450830.2804407,1100909.1502397,85442.73000049999,85442.73000049999,12949112.383975597,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 42360583
͏
Total On: 37139729
͏
Total Off: 5220853
͏
Total Land: 15829799
͏
Total Water: 4526683
͏
Total Air: 16783248"
71,2013,AR,31581269.843695898,5081497.058797501,36662766.90249328,16559955.9219446,5043002.7542273,9978311.167523999,7474356.267175101,950266.0565529,86812.58070999998,86812.58070999998,7191824.582118101,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 36662767
͏
Total On: 31581270
͏
Total Off: 5081497
͏
Total Land: 9978311
͏
Total Water: 5043003
͏
Total Air: 16559956"
72,2014,AR,37319375.37932688,5257594.125602698,42576969.50492952,16560007.225816498,4681704.004563998,16077664.148946699,7972275.697311899,2039878.5081102003,110181.91071000001,110181.91071000001,11454519.783530701,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 42576970
͏
Total On: 37319375
͏
Total Off: 5257594
͏
Total Land: 16077664
͏
Total Water: 4681704
͏
Total Air: 16560007"
73,2015,AR,29557446.12560572,4137277.0494668987,33694723.17507249,15759384.493881496,4932450.0717357,8865611.5599885,2983913.2072164007,2773632.3585376004,152910.25071,152910.25071,7588460.828896798,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 33694723
͏
Total On: 29557446
͏
Total Off: 4137277
͏
Total Land: 8865612
͏
Total Water: 4932450
͏
Total Air: 15759384"
74,2016,AR,29619754.930084523,4500668.825137198,34120423.755221725,15263802.151742,5267163.997654702,9088788.780687796,4561218.2199276015,473128.71548089996,327751.52871000004,327751.52871000004,6706581.8594283,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 34120424
͏
Total On: 29619755
͏
Total Off: 4500669
͏
Total Land: 9088789
͏
Total Water: 5267164
͏
Total Air: 15263802"
75,2017,AR,30573031.22368092,4111999.7938254974,34685031.01750621,15529651.209293993,5299223.641414603,9744156.372972302,4879418.4676958,95105.0061999,281521.86936,281521.86936,6317406.299828598,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 34685031
͏
Total On: 30573031
͏
Total Off: 4112000
͏
Total Land: 9744156
͏
Total Water: 5299224
͏
Total Air: 15529651"
76,2018,AR,32591486.452828415,4534729.175107895,37126215.62793642,15461911.558371086,5742534.998337398,11387039.896119801,5929670.492987498,107556.0072526,272214.46270000003,272214.46270000003,7147049.948577493,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 37126216
͏
Total On: 32591486
͏
Total Off: 4534729
͏
Total Land: 11387040
͏
Total Water: 5742535
͏
Total Air: 15461912"
77,2019,AR,32849967.264549006,17930523.615570188,50780490.88011913,16154741.138243267,6243201.745975399,10452024.380330099,4408801.838311099,1290508.9772867,2786688.408,2786688.408,20168709.058383096,Arkansas,AR,34.969704,-92.373123,"Total On/Off Site: 50780491
͏
Total On: 32849967
͏
Total Off: 17930524
͏
Total Land: 10452024
͏
Total Water: 6243202
͏
Total Air: 16154741"
78,1994,AZ,38389763.0,299871.0,38689634.0,6507317.0,39.0,31882407.0,0.0,323004.0,23800990.0,31444275.0,721538.0,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 38689634
͏
Total On: 38389763
͏
Total Off: 299871
͏
Total Land: 31882407
͏
Total Water: 39
͏
Total Air: 6507317"
79,1995,AZ,39916537.0,548518.0,40465055.0,6234262.0,4859.0,33677416.0,0.0,506263.0,22343641.0,33079951.0,2982579.0,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 40465055
͏
Total On: 39916537
͏
Total Off: 548518
͏
Total Land: 33677416
͏
Total Water: 4859
͏
Total Air: 6234262"
80,1996,AZ,78977137.0,588401.0,79565538.0,9212125.0,4878.0,69760134.0,17405.0,1771859.0,67889925.0,67889925.0,2907776.0,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 79565538
͏
Total On: 78977137
͏
Total Off: 588401
͏
Total Land: 69760134
͏
Total Water: 4878
͏
Total Air: 9212125"
81,1997,AZ,64174590.0,445542.0,64620132.0,9159239.0,4916.0,55010435.0,80742.0,2123297.0,52681401.0,52681401.0,3351206.0,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 64620132
͏
Total On: 64174590
͏
Total Off: 445542
͏
Total Land: 55010435
͏
Total Water: 4916
͏
Total Air: 9159239"
82,1998,AZ,1068816968.0,1245406.0,1070062374.0,10144727.0,6236.0,1058666005.0,5078535.0,292791137.0,760771392.0,760771392.0,3587664.0,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 1070062374
͏
Total On: 1068816968
͏
Total Off: 1245406
͏
Total Land: 1058666005
͏
Total Water: 6236
͏
Total Air: 10144727"
83,1999,AZ,962267921.88,945483.0,963213404.88,5892754.88,7100.0,956368067.0,4882827.0,277083739.0,674386290.0,674386290.0,3386126.0,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 963213405
͏
Total On: 962267922
͏
Total Off: 945483
͏
Total Land: 956368067
͏
Total Water: 7100
͏
Total Air: 5892755"
84,2000,AZ,742581093.6328144,1353211.6781000001,743934305.3109143,5320314.940579501,9238.0,737251540.6922348,5868185.6,218139254.4022348,513042229.48999995,513042229.48999995,3856039.7780999998,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 743934305
͏
Total On: 742581094
͏
Total Off: 1353212
͏
Total Land: 737251541
͏
Total Water: 9238
͏
Total Air: 5320315"
85,2001,AZ,606449446.2560295,946936.7163025001,607396382.9723318,4695874.254301401,6377.01,601747194.9917281,5414021.1,115205731.961728,480965041.47999996,480965041.47999996,2831938.501599999,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 607396383
͏
Total On: 606449446
͏
Total Off: 946937
͏
Total Land: 601747195
͏
Total Water: 6377
͏
Total Air: 4695874"
86,2002,AZ,329081694.247804,824369.4208,329906063.6686039,4244596.636419802,7161.76,324829935.8513843,4924177.322,8860132.959384201,308678975.57,308678975.57,5026260.6358,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 329906064
͏
Total On: 329081694
͏
Total Off: 824369
͏
Total Land: 324829936
͏
Total Water: 7162
͏
Total Air: 4244597"
87,2003,AZ,47488943.951592,865812.6514440001,48354756.60303591,4832991.989407601,7214.700000000001,42648737.26218441,5854934.1,6590658.2721844,30031033.89,30031033.89,3170783.066444,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 48354757
͏
Total On: 47488944
͏
Total Off: 865813
͏
Total Land: 42648737
͏
Total Water: 7215
͏
Total Air: 4832992"
88,2004,AZ,55525123.12261067,942364.5191793002,56467487.641789995,4459295.552563699,918.3499999999999,51064909.22004698,4889907.22,7596943.800046999,38414781.2,38414781.2,3091100.1765793,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 56467488
͏
Total On: 55525123
͏
Total Off: 942365
͏
Total Land: 51064909
͏
Total Water: 918
͏
Total Air: 4459296"
89,2005,AZ,62986280.78538479,1209589.5908455001,64195870.376230314,4426282.880253,680.74,58559317.1651318,4124808.5099999993,7781731.0551318,46476470.599999994,46476470.599999994,3853657.8307785,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 64195870
͏
Total On: 62986281
͏
Total Off: 1209590
͏
Total Land: 58559317
͏
Total Water: 681
͏
Total Air: 4426283"
90,2006,AZ,96198576.65141264,2519197.3257657005,98717773.97717836,4659214.580978301,3726.0099999999993,91535636.0604344,5462006.2,11613015.660434399,74273071.19999997,74273071.19999997,5598858.142765701,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 98717774
͏
Total On: 96198577
͏
Total Off: 2519197
͏
Total Land: 91535636
͏
Total Water: 3726
͏
Total Air: 4659215"
91,2007,AZ,87410088.08585593,1893043.4629262001,89303131.54878215,4311109.905414199,4364.3,83094613.88044168,5925510.2,15092364.990441702,61889351.79,61889351.79,5127073.1196152,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 89303132
͏
Total On: 87410088
͏
Total Off: 1893043
͏
Total Land: 83094614
͏
Total Water: 4364
͏
Total Air: 4311110"
92,2008,AZ,94006347.19722179,1419193.8102739,95425541.00749572,3759694.669458799,58876.51,90187776.01776299,20000782.255400002,17799808.812363002,52192480.63,52192480.63,4890188.098173901,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 95425541
͏
Total On: 94006347
͏
Total Off: 1419194
͏
Total Land: 90187776
͏
Total Water: 58877
͏
Total Air: 3759695"
93,2009,AZ,60343483.03939561,1036697.8005,61380180.839895606,2721298.2047629007,1343.1100000000001,57620841.7246327,6228834.6899999995,9514186.7046327,41707214.24000001,41707214.24000001,4099595.290499999,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 61380181
͏
Total On: 60343483
͏
Total Off: 1036698
͏
Total Land: 57620842
͏
Total Water: 1343
͏
Total Air: 2721298"
94,2010,AZ,78801950.02019638,1238963.125133,80040913.1453294,2891593.486794002,1618.6599999999999,75908737.87340239,8139480.4799999995,10463533.9234024,57102149.0,57102149.0,4914424.2961329995,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 80040913
͏
Total On: 78801950
͏
Total Off: 1238963
͏
Total Land: 75908738
͏
Total Water: 1619
͏
Total Air: 2891593"
95,2011,AZ,97024856.0924928,817522.884047,97842378.9765398,2818683.555048299,1180.3049999999996,94204992.23244448,8842642.41,16578605.4824445,68580079.23,68580079.23,4602575.084046999,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 97842379
͏
Total On: 97024856
͏
Total Off: 817523
͏
Total Land: 94204992
͏
Total Water: 1180
͏
Total Air: 2818684"
96,2012,AZ,84380295.7064798,1927258.3154999998,86307554.02197981,2179786.0118017006,1172.045,82199337.64967811,7668758.002900001,14035698.921778098,60344311.23000001,60344311.23000001,5703733.754499996,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 86307554
͏
Total On: 84380296
͏
Total Off: 1927258
͏
Total Land: 82199338
͏
Total Water: 1172
͏
Total Air: 2179786"
97,2013,AZ,69051127.76535961,1576706.0469883,70627833.81234781,2416773.608359601,832.105,66633522.052,8591551.3,17620346.29,40421447.09000001,40421447.09000001,4675626.737010598,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 70627834
͏
Total On: 69051128
͏
Total Off: 1576706
͏
Total Land: 66633522
͏
Total Water: 832
͏
Total Air: 2416774"
98,2014,AZ,76930122.40839815,2207181.2215862004,79137303.62998427,2362553.3413980994,1155.988,74566413.07900001,8152571.799999999,21260454.26,45153182.01,45153182.01,5203283.752086199,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 79137304
͏
Total On: 76930122
͏
Total Off: 2207181
͏
Total Land: 74566413
͏
Total Water: 1156
͏
Total Air: 2362553"
99,2015,AZ,84048063.87564373,2010942.2858231997,86059006.16146691,2291959.8706436995,740.2920000000001,81755363.71299998,7555367.1,32268650.77999999,41931145.74000001,41931145.74000001,5305430.307333201,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 86059006
͏
Total On: 84048064
͏
Total Off: 2010942
͏
Total Land: 81755364
͏
Total Water: 740
͏
Total Air: 2291960"
100,2016,AZ,93358505.96078204,1695692.9297369013,95054198.89051898,2336312.886781999,872.7950000000001,91021320.27900003,6013632.4,28753704.794,56253777.2,56253777.2,5330728.902106896,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 95054199
͏
Total On: 93358506
͏
Total Off: 1695693
͏
Total Land: 91021320
͏
Total Water: 873
͏
Total Air: 2336313"
101,2017,AZ,80981695.47645977,1641299.6457434003,82622995.12220323,2255894.003459802,828.5799999999999,78724972.89299998,5084662.300000001,25795660.204000007,47844550.769999996,47844550.769999996,4975560.7577034,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 82622995
͏
Total On: 80981695
͏
Total Off: 1641300
͏
Total Land: 78724973
͏
Total Water: 829
͏
Total Air: 2255894"
102,2018,AZ,86075989.80002932,1241939.4060833002,87317929.20611265,2302298.2119227005,896.9928067,83772794.5953,5505237.800000001,35356727.199,42910515.811299995,42910515.811299995,5011257.5836833,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 87317929
͏
Total On: 86075990
͏
Total Off: 1241939
͏
Total Land: 83772795
͏
Total Water: 897
͏
Total Air: 2302298"
103,2019,AZ,84453329.91386952,1426906.5992685992,85880236.51313816,2054336.4285696014,1088.328,82397905.1573,3917616.6,43554506.237,34925488.6513,34925488.6513,4272188.435068601,Arizona,AZ,33.729759,-111.431221,"Total On/Off Site: 85880237
͏
Total On: 84453330
͏
Total Off: 1426907
͏
Total Land: 82397905
͏
Total Water: 1088
͏
Total Air: 2054336"
104,1994,CA,47351365.36,8581394.0,55932759.36,40979062.36,4247148.0,2125155.0,0.0,822710.0,61924.0,347841.0,26322644.0,California,CA,36.116203,-119.681564,"Total On/Off Site: 55932759
͏
Total On: 47351365
͏
Total Off: 8581394
͏
Total Land: 2125155
͏
Total Water: 4247148
͏
Total Air: 40979062"
105,1995,CA,46845406.089999996,10434089.0,57279495.089999996,39090517.089999996,3427692.0,4327197.0,0.0,2311843.0,50735.0,286432.0,34969282.0,California,CA,36.116203,-119.681564,"Total On/Off Site: 57279495
͏
Total On: 46845406
͏
Total Off: 10434089
͏
Total Land: 4327197
͏
Total Water: 3427692
͏
Total Air: 39090517"
106,1996,CA,45884407.25,9145912.0,55030319.25,38864391.25,4547838.0,2472178.0,284700.0,380926.0,60031.0,60031.0,34823430.0,California,CA,36.116203,-119.681564,"Total On/Off Site: 55030319
͏
Total On: 45884407
͏
Total Off: 9145912
͏
Total Land: 2472178
͏
Total Water: 4547838
͏
Total Air: 38864391"
107,1997,CA,37657572.67,8639480.3,46297052.97,31021937.67,4322389.0,2313246.0,653922.0,197621.0,93329.0,93329.0,36636732.3,California,CA,36.116203,-119.681564,"Total On/Off Site: 46297053
͏
Total On: 37657573
͏
Total Off: 8639480
͏
Total Land: 2313246
͏
Total Water: 4322389
͏
Total Air: 31021938"
108,1998,CA,60386775.201468095,10214979.3,70601754.50146809,28399879.816468105,4024235.385,27962660.0,1213764.0,5052745.0,893834.0,893834.0,38346793.3,California,CA,36.116203,-119.681564,"Total On/Off Site: 70601755
͏
Total On: 60386775
͏
Total Off: 10214979
͏
Total Land: 27962660
͏
Total Water: 4024235
͏
Total Air: 28399880"
109,1999,CA,56152491.210497,11241065.3,67393556.510497,26311473.110497,4836233.1,25004785.0,953110.0,3405513.0,1356940.0,1356940.0,39524963.3,California,CA,36.116203,-119.681564,"Total On/Off Site: 67393557
͏
Total On: 56152491
͏
Total Off: 11241065
͏
Total Land: 25004785
͏
Total Water: 4836233
͏
Total Air: 26311473"
110,2000,CA,63222750.6921054,13160587.121205399,76383337.81331079,24004464.68592511,6082950.372585399,33135335.633595,887713.0,2769696.0,1121467.4437499999,1121467.4437499999,41983256.24612211,California,CA,36.116203,-119.681564,"Total On/Off Site: 76383338
͏
Total On: 63222751
͏
Total Off: 13160587
͏
Total Land: 33135336
͏
Total Water: 6082950
͏
Total Air: 24004465"
111,2001,CA,53488526.86813165,7868427.573689001,61356954.44182086,20386848.65249399,4929332.3567136,28172345.8589241,560913.3953,1519338.76,1070916.429,1070916.429,33298694.037918903,California,CA,36.116203,-119.681564,"Total On/Off Site: 61356954
͏
Total On: 53488527
͏
Total Off: 7868428
͏
Total Land: 28172346
͏
Total Water: 4929332
͏
Total Air: 20386849"
112,2002,CA,44645410.00158771,9404739.987715993,54050149.98930359,19385833.510329004,5846919.0949619,19412657.39629671,245843.6,2627342.6000000015,864746.6355201,864746.6355201,31517568.763439614,California,CA,36.116203,-119.681564,"Total On/Off Site: 54050150
͏
Total On: 44645410
͏
Total Off: 9404740
͏
Total Land: 19412657
͏
Total Water: 5846919
͏
Total Air: 19385834"
113,2003,CA,50560101.5654675,9906576.237886399,60466677.80335389,18376442.72864461,4799492.252373699,27384166.58444911,602741.73,135685.09000000003,465350.71999999986,465350.71999999986,27216733.0218807,California,CA,36.116203,-119.681564,"Total On/Off Site: 60466678
͏
Total On: 50560102
͏
Total Off: 9906576
͏
Total Land: 27384167
͏
Total Water: 4799492
͏
Total Air: 18376443"
114,2004,CA,39253529.526714966,9605264.698538497,48858794.225253485,18762497.085249703,4441227.266389498,16049805.1750758,480698.24,346181.7,423662.14999999997,423662.14999999997,27710885.634121794,California,CA,36.116203,-119.681564,"Total On/Off Site: 48858794
͏
Total On: 39253530
͏
Total Off: 9605265
͏
Total Land: 16049805
͏
Total Water: 4441227
͏
Total Air: 18762497"
115,2005,CA,36822001.69467349,10082385.96926359,46904387.663937025,17500490.060460802,3712434.5754113994,15609077.058801195,735894.1,300737.26800000004,2268852.3987499997,2268852.3987499997,28298696.99206513,California,CA,36.116203,-119.681564,"Total On/Off Site: 46904388
͏
Total On: 36822002
͏
Total Off: 10082386
͏
Total Land: 15609077
͏
Total Water: 3712435
͏
Total Air: 17500490"
116,2006,CA,36184892.2827064,8973116.479875894,45158008.76258243,16856580.482818067,5018272.495151901,14310039.304736499,155501.46,37158.93499999999,2682344.0177999996,2682344.0177999996,26358017.69382788,California,CA,36.116203,-119.681564,"Total On/Off Site: 45158009
͏
Total On: 36184892
͏
Total Off: 8973116
͏
Total Land: 14310039
͏
Total Water: 5018272
͏
Total Air: 16856580"
117,2007,CA,47168547.42463664,9062726.994468994,56231274.41910567,15299710.290826876,4058536.9698576005,27810300.163952,550625.2,4349.889999999999,5916751.8239,5916751.8239,23615793.2201979,California,CA,36.116203,-119.681564,"Total On/Off Site: 56231274
͏
Total On: 47168547
͏
Total Off: 9062727
͏
Total Land: 27810300
͏
Total Water: 4058537
͏
Total Air: 15299710"
118,2008,CA,38876974.25954316,6517072.520267497,45394046.77981057,12671795.068287885,2227495.754609399,23977683.4366456,267244.75100000005,1199.9299999999998,5600950.695599999,5600950.695599999,21884234.392337013,California,CA,36.116203,-119.681564,"Total On/Off Site: 45394047
͏
Total On: 38876974
͏
Total Off: 6517073
͏
Total Land: 23977683
͏
Total Water: 2227496
͏
Total Air: 12671795"
119,2009,CA,32964001.426665816,5710449.9034498995,38674451.33011552,9562928.865059294,1703768.8377687,21697303.723838,280830.246,3239.8170999999998,4185790.8134,4185790.8134,20174694.6671638,California,CA,36.116203,-119.681564,"Total On/Off Site: 38674451
͏
Total On: 32964001
͏
Total Off: 5710450
͏
Total Land: 21697304
͏
Total Water: 1703769
͏
Total Air: 9562929"
120,2010,CA,31216045.985261522,5220996.963344996,36437042.94860653,8931641.086876294,2617928.6450157007,19666476.2533694,3117992.588,4948.129999999999,3799055.8790999996,3799055.8790999996,21150080.8305671,California,CA,36.116203,-119.681564,"Total On/Off Site: 36437043
͏
Total On: 31216046
͏
Total Off: 5220997
͏
Total Land: 19666476
͏
Total Water: 2617929
͏
Total Air: 8931641"
121,2011,CA,31923858.960941028,6236204.755830095,38160063.71677115,7308563.4885122925,2908562.047285402,21706733.42514341,4092752.6179999993,33808.219999999994,7400215.940999998,7400215.940999998,21419598.678185206,California,CA,36.116203,-119.681564,"Total On/Off Site: 38160064
͏
Total On: 31923859
͏
Total Off: 6236205
͏
Total Land: 21706733
͏
Total Water: 2908562
͏
Total Air: 7308563"
122,2012,CA,26446381.43397438,7873885.6842271965,34320267.11820147,7692591.090956999,2359075.6701165,16394714.672900902,4944233.642,64840.004779999996,3672584.834699999,3672584.834699999,22663599.17915548,California,CA,36.116203,-119.681564,"Total On/Off Site: 34320267
͏
Total On: 26446381
͏
Total Off: 7873886
͏
Total Land: 16394715
͏
Total Water: 2359076
͏
Total Air: 7692591"
123,2013,CA,29881574.771770492,6746968.9377868,36628543.7095573,7946466.243502796,2009041.4245548004,19926067.103712797,6856416.941999999,143702.31,3807146.2977,3807146.2977,21720731.950643696,California,CA,36.116203,-119.681564,"Total On/Off Site: 36628544
͏
Total On: 29881575
͏
Total Off: 6746969
͏
Total Land: 19926067
͏
Total Water: 2009041
͏
Total Air: 7946466"
124,2014,CA,25211973.426512655,7945670.336122609,33157643.76263516,8491791.91927369,2908549.4422373013,13811632.065001804,4796483.696999999,123691.28199999998,3905248.0159999984,3905248.0159999984,19774407.83210297,California,CA,36.116203,-119.681564,"Total On/Off Site: 33157644
͏
Total On: 25211973
͏
Total Off: 7945670
͏
Total Land: 13811632
͏
Total Water: 2908549
͏
Total Air: 8491792"
125,2015,CA,26094404.696673,10836866.4442931,36931271.14096621,7657341.023795198,2422109.7483778996,16014953.924500007,1183665.5398000001,70270.5437,4162126.259,4162126.259,21140123.675094094,California,CA,36.116203,-119.681564,"Total On/Off Site: 36931271
͏
Total On: 26094405
͏
Total Off: 10836866
͏
Total Land: 16014954
͏
Total Water: 2422110
͏
Total Air: 7657341"
126,2016,CA,28857915.689730708,11895108.71594591,40753024.40567665,7732390.103002601,3456196.6036782996,17669328.983050004,3007110.85694,981521.7067999998,1125247.924,1125247.924,21249905.530734196,California,CA,36.116203,-119.681564,"Total On/Off Site: 40753024
͏
Total On: 28857916
͏
Total Off: 11895109
͏
Total Land: 17669329
͏
Total Water: 3456197
͏
Total Air: 7732390"
